#data para 5 departamentos
set T[1] := 1 5 9 13 17 21 25 28 31 33 35 36;
set T[2] := 1 5 9 13 17 21 25 28 31 33 35 36;
set T[3] := 2 6 10 14 18 22 26 29 32 34;
set T[4] := 2 6 10 14 18 22 26 29 32 34;
set T[5] := 3 7 11 15 19 23 27 30;
set T[6] := 3 7 11 15 19 23 27 30;
set T[7] := 4 8 12 16 20 24;
set T[8] := 4 8 12 16 20 24;

set Wi	:= 3 5 6 8 10 11 15 16 20 21 23 24;
set Wm  := 2 4 9 12 14 17 18 22;
# cero es que no se tiene dpto secundario

set	L[1]:=	1;
set	L[2]:=	1,2;
set	L[3]:=	1,3;
set	L[4]:=	1,4;
set	L[5]:=	1,5;
set	L[6]:=	2,1;
set	L[7]:=	2;
set	L[8]:=	2,3;
set	L[9]:=	2,4;
set	L[10]:=	2,5;
set	L[11]:=	3,1;
set	L[12]:=	3,2;
set	L[13]:=	3;
set	L[14]:=	3,4;
set	L[15]:=	3,5;
set	L[16]:=	4,1;
set	L[17]:=	4,2;
set	L[18]:=	4,3;
set	L[19]:=	4;
set	L[20]:=	4,5;
set	L[21]:=	5,1;
set	L[22]:=	5,2;
set	L[23]:=	5,3;
set	L[24]:=	5,4;
set	L[25]:=	5;

set	W[1]	:=	1	2	4;
set	W[2]	:=	2	7	9	12	17	22;
set	W[3]	:=	12	13	14	18	;
set	W[4]	:=	4	9	14	17	18	19;
set	W[5]	:=	22	25;


set N[1] := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21;
set N[2] := 22 23 24 25 26 27 28;
set N[3] := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21;
set N[4] := 22 23 24 25 26 27 28;
set N[5] := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21;
set N[6] := 22 23 24 25 26 27 28;
set N[7] := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21;
set N[8] := 22 23 24 25 26 27 28;

#----------------------------------------------------------------
#PARÃ�METROS DEL MODELO

#HORA DE INICIO DEL PERIODO
param HIP :=
1	6
2	7
3	8
4	9
5	10
6	11
7	12
8	13
9	14
10	15
11	16
12	17
13	18
14	19
15	20;

#HORA DE FINALIZACIÃ“N DEL PERIODO
param HFP :=
1	7
2	8
3	9
4 	10
5 	11
6 	12
7 	13
8 	14
9 	15
10 	16
11 	17
12 	18
13 	19
14 	20
15 	21;

#HORA DE INICIO DE TURNO
param HIT :=
1	6
2	6
3	6
4	6
5	7
6	7
7	7
8	7
9	8
10	8
11	8
12	8
13	9
14	9
15	9
16	9
17	10
18	10
19	10
20	10
21	11
22	11
23	11
24	11
25	12
26	12
27	12
28	13
29	13
30	13
31	14
32	14
33	15
34	15
35	16
36	17;

#HORA FIN DE TURNO
param HFT :=
1	10
2	12
3	14
4	16
5	11
6	13
7	15
8	17
9	12
10	14
11	16
12	18
13	13
14	15
15	17
16	19
17	14
18	16
19	18
20	20
21	15
22	17
23	19
24	21
25	16
26	18
27	20
28	17
29	19
30	21
31	18
32	20
33	19
34	21
35	20
36	21;

#HORAS SEMANALES POR TIPO DE CONTRATO
param HSC :=
1	20
2	24
3	30
4	36
5	40
6	48
7	50
8	60;

#HORAS DIARIAS POR TIPO DE CONTRATO
param HDC := 
1	4
2	4
3	6
4	6
5	8
6	8
7	10
8	10;

#LONGITUD DE TURNO
param LT :=
1	4
2	6
3	8
4	10
5	4
6	6
7	8
8	10
9	4
10	6
11	8
12	10
13	4
14	6
15	8
16	10
17	4
18	6
19	8
20	10
21	4
22	6
23	8
24	10
25	4
26	6
27	8
28	4
29	6
30	8
31	4
32	6
33	4
34	6
35	4
36	4;

param HEP :=
1	0
2	0
3	0
4	0
5	0
6	0
7	10
8	12;



#COSTO DE SALARIO POR HORA



#secuencia de descanso
param BD:
	1	2	3	4	5	6	7:=
1	0	0	1	1	1	1	1
2	0	1	0	1	1	1	1
3	0	1	1	0	1	1	1
4	0	1	1	1	0	1	1
5	0	1	1	1	1	0	1
6	0	1	1	1	1	1	0
7	1	0	0	1	1	1	1
8	1	0	1	0	1	1	1
9	1	0	1	1	0	1	1
10	1	0	1	1	1	0	1
